"","State","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location_Code","Marital_Status","Monthly_Premium_Auto","Months_Since_Last_Claim","Months_Since_Policy_Inception","Number_of_Open_Complaints","Number_of_Policies","Policy_Type","Policy","Renew_Offer_Type","Sales_Channel","Total_Claim_Amount","Vehicle_Class","Vehicle_Size","pred"
"5796","Oregon",4873.350518,"No","Extended","High School or Below","Employed","M",47824,"Urban","Married",129,8,56,3,1,"Personal Auto","Personal L2","Offer4","Agent",546.046853,"SUV","Medsize",7433.65404913349
"5797","Arizona",5338.525632,"No","Basic","Doctor","Employed","F",48696,"Rural","Married",66,21,31,0,6,"Corporate Auto","Corporate L2","Offer3","Agent",48.762193,"Four-Door Car","Medsize",6369.12349369954
"5798","Washington",2878.766728,"No","Basic","Bachelor","Employed","F",79189,"Rural","Married",71,11,79,0,1,"Personal Auto","Personal L2","Offer2","Branch",56.092247,"Two-Door Car","Medsize",5175.81931153056
"5800","Arizona",3440.361969,"No","Extended","Bachelor","Medical Leave","F",23870,"Suburban","Married",91,4,92,0,1,"Personal Auto","Personal L3","Offer2","Web",500.577875,"Two-Door Car","Medsize",5571.70954039366
"5802","California",2544.337548,"No","Basic","Bachelor","Employed","F",41059,"Rural","Married",64,6,12,0,1,"Corporate Auto","Corporate L3","Offer2","Branch",151.670029,"Four-Door Car","Medsize",4763.70168795127
"5804","Washington",5206.108215,"No","Basic","Bachelor","Employed","M",94392,"Rural","Married",65,3,89,1,8,"Personal Auto","Personal L3","Offer1","Call Center",156.18031,"Four-Door Car","Small",7062.36396005093
"5806","Washington",4817.992644,"No","Basic","College","Employed","M",38157,"Rural","Married",61,2,39,0,4,"Personal Auto","Personal L3","Offer3","Branch",81.53233,"Two-Door Car","Medsize",5749.14174541864
"5807","Oregon",13727.79972,"Yes","Extended","College","Unemployed","M",0,"Suburban","Single",126,12,4,0,2,"Personal Auto","Personal L2","Offer1","Agent",604.8,"SUV","Medsize",8434.23629522189
"5811","Arizona",5632.613078,"No","Extended","Bachelor","Employed","F",51721,"Urban","Married",139,18,98,0,1,"Personal Auto","Personal L2","Offer2","Agent",625.282599,"SUV","Medsize",8443.91491095244
"5813","California",4518.024385,"No","Extended","Bachelor","Unemployed","M",0,"Suburban","Single",78,7,65,3,6,"Personal Auto","Personal L3","Offer4","Web",374.4,"Four-Door Car","Medsize",5172.11896716432
"5815","Arizona",15487.44072,"No","Extended","Bachelor","Employed","M",69161,"Urban","Married",129,24,50,0,2,"Personal Auto","Personal L3","Offer1","Agent",441.138769,"Sports Car","Medsize",8640.03801033492
"5816","Oregon",6395.351807,"No","Extended","Bachelor","Employed","F",72667,"Urban","Married",80,2,58,0,9,"Personal Auto","Personal L1","Offer1","Agent",383.228397,"Four-Door Car","Large",8216.93974536135
"5818","Arizona",9806.215757,"No","Extended","High School or Below","Unemployed","F",0,"Suburban","Single",87,15,26,0,2,"Personal Auto","Personal L3","Offer1","Agent",626.4,"Four-Door Car","Medsize",6000.19876805551
"5819","California",12472.1199,"No","Premium","Bachelor","Employed","F",36551,"Rural","Single",107,12,25,0,2,"Personal Auto","Personal L3","Offer1","Branch",53.837271,"Four-Door Car","Medsize",7649.43721713338
"5820","Oregon",5794.565797,"No","Basic","Bachelor","Employed","M",70524,"Suburban","Married",73,18,5,0,4,"Personal Auto","Personal L2","Offer2","Web",350.4,"Four-Door Car","Medsize",6153.72511482739
"5821","California",2619.027206,"No","Basic","High School or Below","Employed","F",60477,"Rural","Married",65,12,38,0,1,"Corporate Auto","Corporate L3","Offer2","Agent",139.841411,"Four-Door Car","Medsize",4767.84619703987
"5822","Washington",3731.504584,"Yes","Extended","High School or Below","Unemployed","F",0,"Suburban","Married",96,31,34,0,1,"Personal Auto","Personal L2","Offer1","Agent",460.8,"Four-Door Car","Large",6342.06289834934
"5824","Oregon",6521.368813,"Yes","Extended","College","Employed","F",72608,"Suburban","Married",82,26,19,3,8,"Personal Auto","Personal L2","Offer2","Agent",393.6,"Four-Door Car","Medsize",7261.79660737807
"5826","Arizona",9613.613215,"No","Basic","High School or Below","Employed","M",34398,"Suburban","Married",61,10,18,1,2,"Personal Auto","Personal L3","Offer3","Agent",292.8,"Two-Door Car","Small",5167.08053462369
"5829","Arizona",7292.913911,"No","Extended","College","Unemployed","F",0,"Suburban","Married",98,3,70,0,8,"Personal Auto","Personal L3","Offer1","Branch",470.4,"Two-Door Car","Medsize",8421.80102188377
"5831","California",5357.75893,"No","Extended","College","Unemployed","M",0,"Suburban","Single",82,7,77,0,7,"Personal Auto","Personal L3","Offer2","Web",393.6,"Four-Door Car","Medsize",6294.13626188532
"5832","California",5192.355227,"No","Basic","Bachelor","Employed","F",23059,"Suburban","Married",66,22,55,0,3,"Personal Auto","Personal L3","Offer2","Web",372.430947,"Two-Door Car","Medsize",5376.66986765948
"5833","Washington",7116.549068,"No","Basic","Bachelor","Unemployed","F",0,"Suburban","Single",66,5,46,0,2,"Personal Auto","Personal L2","Offer3","Branch",316.8,"Four-Door Car","Small",4519.92241713917
"5835","Nevada",4328.373176,"No","Basic","High School or Below","Employed","M",72531,"Suburban","Married",109,35,20,1,1,"Personal Auto","Personal L2","Offer2","Call Center",523.2,"Sports Car","Medsize",6854.54333909921
"5836","California",9419.883665,"No","Basic","College","Employed","M",87840,"Rural","Married",118,22,42,1,3,"Personal Auto","Personal L3","Offer1","Call Center",161.590594,"SUV","Medsize",8880.56556864282
"5837","Arizona",2592.928283,"No","Basic","High School or Below","Employed","M",57563,"Suburban","Divorced",66,7,61,0,1,"Personal Auto","Personal L2","Offer1","Branch",316.8,"Four-Door Car","Medsize",5300.71741309589
"5838","Arizona",2554.189234,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Married",72,16,48,2,1,"Personal Auto","Personal L1","Offer1","Branch",345.6,"Two-Door Car","Large",5150.77236097986
"5840","Nevada",5340.810309,"No","Basic","College","Unemployed","F",0,"Suburban","Married",72,1,73,0,6,"Personal Auto","Personal L3","Offer2","Web",345.6,"Four-Door Car","Medsize",5794.78228360963
"5841","California",2449.31771,"No","Basic","High School or Below","Employed","M",47122,"Suburban","Single",62,6,77,0,1,"Personal Auto","Personal L2","Offer2","Branch",297.6,"Two-Door Car","Medsize",4408.63741494341
"5842","Oregon",5666.465804,"No","Extended","High School or Below","Unemployed","M",0,"Suburban","Married",77,17,54,0,9,"Personal Auto","Personal L2","Offer1","Web",534.228036,"Four-Door Car","Medsize",7538.18569405094
"5843","Oregon",5272.703428,"No","Basic","High School or Below","Employed","F",60260,"Suburban","Married",66,14,84,0,3,"Corporate Auto","Corporate L1","Offer2","Web",328.366827,"Four-Door Car","Medsize",5150.00379490136
"5844","Oregon",8672.814261,"No","Extended","College","Unemployed","F",0,"Suburban","Single",125,8,61,0,3,"Personal Auto","Personal L2","Offer1","Branch",600,"SUV","Medsize",8399.77302221831
"5845","Arizona",7679.677721,"No","Basic","High School or Below","Disabled","M",12677,"Suburban","Married",101,21,18,0,9,"Personal Auto","Personal L3","Offer1","Call Center",500.633484,"SUV","Medsize",9378.18272048688
"5846","Nevada",2999.338779,"No","Extended","High School or Below","Employed","M",28564,"Suburban","Married",76,17,44,0,1,"Corporate Auto","Corporate L3","Offer2","Branch",364.8,"Two-Door Car","Small",5374.07057649789
"5849","Oregon",5175.28934,"No","Basic","Master","Unemployed","M",0,"Suburban","Married",71,0,26,0,9,"Personal Auto","Personal L3","Offer1","Agent",340.8,"Four-Door Car","Small",7383.07160377831
"5851","Arizona",9935.165983,"No","Extended","High School or Below","Employed","F",34831,"Suburban","Married",124,4,34,0,3,"Personal Auto","Personal L1","Offer1","Branch",595.2,"SUV","Medsize",9110.83862860819
"5852","California",7861.798596,"No","Extended","Bachelor","Employed","F",30374,"Urban","Married",99,1,50,0,9,"Personal Auto","Personal L2","Offer2","Call Center",304.537298,"Four-Door Car","Medsize",8382.53447920372
"5853","California",8092.87696,"Yes","Basic","College","Employed","M",50825,"Urban","Married",102,3,46,0,3,"Personal Auto","Personal L3","Offer1","Agent",369.614729,"SUV","Medsize",8080.91706100379
"5854","Oregon",5539.349243,"No","Basic","Master","Employed","F",80727,"Rural","Married",68,15,43,0,4,"Personal Auto","Personal L2","Offer2","Call Center",98.71658,"Four-Door Car","Medsize",5784.21515938146
"5855","California",9628.702696,"No","Extended","Bachelor","Employed","F",71269,"Urban","Married",80,28,85,0,2,"Personal Auto","Personal L2","Offer1","Branch",350.689559,"Four-Door Car","Medsize",6177.7133406432
"5856","Washington",5827.483965,"No","Basic","High School or Below","Employed","M",45794,"Suburban","Married",74,3,38,0,5,"Personal Auto","Personal L1","Offer2","Agent",449.63005,"Four-Door Car","Small",6226.7548599646
"5859","California",4475.161898,"No","Basic","Master","Employed","M",73019,"Suburban","Divorced",112,21,40,0,1,"Corporate Auto","Corporate L3","Offer1","Agent",537.6,"SUV","Large",8120.54270172418
"5862","Oregon",2378.090679,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Single",70,35,74,0,1,"Personal Auto","Personal L3","Offer1","Branch",734.072654,"Four-Door Car","Small",4706.43577687424
"5863","California",3919.366722,"Yes","Extended","High School or Below","Employed","F",66676,"Suburban","Married",97,0,40,0,1,"Personal Auto","Personal L1","Offer3","Agent",558.099357,"Four-Door Car","Small",6495.3719229984
"5864","Arizona",8274.145703,"No","Basic","College","Employed","F",69011,"Suburban","Single",70,3,52,0,2,"Personal Auto","Personal L3","Offer1","Call Center",336,"Four-Door Car","Medsize",5621.09794505374
"5865","California",9538.770856,"No","Extended","Bachelor","Unemployed","M",0,"Rural","Married",85,7,6,0,2,"Personal Auto","Personal L2","Offer4","Call Center",58.714775,"Two-Door Car","Medsize",5498.31701128365
"5866","Nevada",5331.823882,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Married",71,31,70,0,3,"Personal Auto","Personal L3","Offer1","Branch",340.8,"Four-Door Car","Medsize",5544.61030891384
"5868","California",3834.210713,"No","Basic","High School or Below","Unemployed","M",0,"Suburban","Single",112,13,13,0,1,"Personal Auto","Personal L2","Offer1","Agent",806.4,"SUV","Medsize",7460.00310922164
"5870","Oregon",8238.45802,"No","Basic","College","Employed","F",68261,"Rural","Married",102,11,81,0,4,"Personal Auto","Personal L1","Offer2","Agent",84.097896,"Sports Car","Medsize",7165.50994658016
"5871","Nevada",4758.470236,"No","Basic","High School or Below","Employed","M",92324,"Suburban","Married",119,5,46,2,1,"Corporate Auto","Corporate L3","Offer1","Agent",603.110961,"Sports Car","Large",7769.22593456947
"5872","California",8818.051498,"No","Extended","Bachelor","Unemployed","F",0,"Suburban","Single",136,31,75,4,3,"Personal Auto","Personal L1","Offer1","Call Center",1237.257917,"SUV","Medsize",8384.8931728807
"5875","California",2682.704812,"No","Basic","High School or Below","Employed","F",63471,"Suburban","Married",67,0,71,0,1,"Personal Auto","Personal L1","Offer2","Agent",387.71779,"Two-Door Car","Large",4962.44333685532
"5876","Oregon",3033.407812,"No","Extended","Bachelor","Disabled","F",27369,"Urban","Married",77,13,40,0,1,"Personal Auto","Personal L3","Offer1","Call Center",331.94306,"Four-Door Car","Medsize",5525.34780306425
"5877","Oregon",4862.908979,"No","Basic","High School or Below","Employed","F",36839,"Rural","Married",61,22,93,0,3,"Personal Auto","Personal L3","Offer2","Agent",152.496995,"Four-Door Car","Medsize",4781.83003667007
"5881","Oregon",12880.74907,"No","Premium","College","Employed","M",24571,"Suburban","Married",109,21,22,0,2,"Personal Auto","Personal L3","Offer1","Agent",523.2,"Four-Door Car","Medsize",7937.64773589303
"5882","Oregon",3049.837544,"No","Extended","High School or Below","Unemployed","M",0,"Suburban","Single",90,14,36,0,1,"Special Auto","Special L3","Offer2","Branch",432,"Four-Door Car","Medsize",5221.00949578943
"5884","Arizona",5248.978048,"No","Basic","College","Unemployed","M",0,"Urban","Married",72,0,45,0,4,"Personal Auto","Personal L3","Offer4","Web",216.700125,"Four-Door Car","Medsize",5013.79259193104
"5885","Washington",11009.13049,"Yes","Premium","Bachelor","Employed","F",51643,"Suburban","Single",283,16,43,0,1,"Personal Auto","Personal L3","Offer2","Agent",1358.4,"Luxury Car","Medsize",15050.907108254
"5886","Arizona",14267.93156,"No","Extended","High School or Below","Disabled","F",17157,"Suburban","Married",123,33,15,0,2,"Personal Auto","Personal L3","Offer1","Agent",770.746666,"SUV","Small",8536.31283232033
"5887","Oregon",5325.724541,"Yes","Basic","High School or Below","Unemployed","M",0,"Suburban","Married",73,17,44,0,7,"Personal Auto","Personal L3","Offer2","Call Center",496.474767,"Two-Door Car","Medsize",6486.54307769951
"5888","Nevada",3034.771777,"No","Extended","High School or Below","Medical Leave","M",17308,"Suburban","Married",82,10,86,0,1,"Personal Auto","Personal L2","Offer2","Branch",874.324338,"Four-Door Car","Small",4909.82856312402
"5889","Arizona",8329.039004,"No","Basic","College","Unemployed","F",0,"Suburban","Single",118,18,9,0,3,"Personal Auto","Personal L1","Offer1","Agent",849.6,"SUV","Medsize",8307.07337653918
"5890","California",2616.613903,"Yes","Basic","College","Employed","M",72302,"Suburban","Divorced",66,6,27,0,1,"Personal Auto","Personal L1","Offer1","Agent",316.8,"Two-Door Car","Medsize",5752.66957954004
"5892","Arizona",4004.5513,"No","Premium","College","Unemployed","M",0,"Suburban","Married",107,21,65,0,1,"Personal Auto","Personal L3","Offer2","Agent",513.6,"Four-Door Car","Medsize",6403.9386132657
"5893","Nevada",6051.799036,"No","Extended","Bachelor","Unemployed","F",0,"Suburban","Single",87,23,73,1,5,"Personal Auto","Personal L3","Offer2","Branch",626.4,"Four-Door Car","Medsize",5884.90409507966
"5894","Oregon",2839.013244,"No","Extended","Bachelor","Unemployed","M",0,"Suburban","Married",81,22,26,0,1,"Personal Auto","Personal L2","Offer3","Branch",388.8,"Two-Door Car","Large",5511.8427395807
"5896","Oregon",11944.40399,"No","Basic","College","Employed","M",33760,"Rural","Married",102,24,11,0,2,"Personal Auto","Personal L1","Offer1","Branch",123.491865,"SUV","Medsize",7901.26251261101
"5898","Arizona",6746.434272,"No","Extended","High School or Below","Employed","F",70328,"Urban","Married",84,11,32,0,6,"Corporate Auto","Corporate L1","Offer4","Branch",293.227028,"Four-Door Car","Medsize",6731.32583975756
"5901","Oregon",3939.00637,"Yes","Extended","Bachelor","Employed","F",60021,"Suburban","Married",99,12,28,0,1,"Corporate Auto","Corporate L2","Offer2","Agent",882.871945,"Four-Door Car","Small",6415.10026254079
"5902","California",8915.172898,"No","Extended","Bachelor","Employed","F",31991,"Suburban","Single",81,15,22,3,2,"Personal Auto","Personal L2","Offer2","Agent",548.321886,"Four-Door Car","Small",5178.1465511164
"5904","Washington",4502.980016,"No","Basic","College","Unemployed","F",0,"Suburban","Single",64,29,72,0,6,"Personal Auto","Personal L2","Offer1","Agent",307.2,"Two-Door Car","Large",6036.53937963156
"5905","California",4877.954567,"No","Basic","High School or Below","Disabled","M",20178,"Suburban","Divorced",69,26,52,2,6,"Corporate Auto","Corporate L3","Offer1","Branch",331.2,"Four-Door Car","Medsize",6195.06408594839
"5906","Arizona",8294.968932,"No","Premium","High School or Below","Employed","M",78189,"Rural","Married",103,10,10,0,5,"Corporate Auto","Corporate L3","Offer3","Agent",99.143241,"Four-Door Car","Medsize",8338.62836109543
"5908","Oregon",4740.202507,"No","Basic","College","Unemployed","M",0,"Suburban","Single",72,4,61,1,4,"Personal Auto","Personal L3","Offer3","Web",518.4,"Four-Door Car","Medsize",5162.82225713855
"5909","California",8564.768226,"Yes","Basic","High School or Below","Employed","M",95697,"Rural","Married",107,29,29,0,9,"Personal Auto","Personal L1","Offer2","Agent",178.006524,"Sports Car","Medsize",9110.29995599432
"5911","Oregon",2458.746211,"No","Basic","High School or Below","Unemployed","M",0,"Suburban","Single",70,20,44,0,1,"Personal Auto","Personal L3","Offer1","Call Center",504,"Four-Door Car","Medsize",4843.40149010709
"5912","Nevada",19597.05706,"No","Basic","High School or Below","Employed","F",64559,"Rural","Divorced",62,31,90,0,2,"Personal Auto","Personal L3","Offer3","Agent",107.538749,"Four-Door Car","Medsize",4881.23911523415
"5914","California",8728.456239,"No","Extended","College","Unemployed","M",0,"Urban","Married",124,23,30,0,7,"Personal Auto","Personal L3","Offer1","Branch",473.469932,"SUV","Small",9812.75986044515
"5915","Oregon",2386.201293,"No","Basic","High School or Below","Employed","M",70911,"Suburban","Single",63,20,13,3,1,"Corporate Auto","Corporate L2","Offer2","Agent",302.4,"Two-Door Car","Medsize",4488.44048815859
"5917","Arizona",2813.50617,"No","Basic","Doctor","Employed","F",50397,"Suburban","Married",70,34,77,0,1,"Corporate Auto","Corporate L1","Offer2","Web",350.65008,"Four-Door Car","Small",4786.29026722259
"5921","California",4626.801093,"Yes","Basic","Master","Employed","F",79487,"Suburban","Divorced",114,20,87,0,1,"Personal Auto","Personal L2","Offer2","Branch",547.2,"SUV","Medsize",7423.41244201425
"5922","Oregon",7516.786075,"No","Basic","High School or Below","Unemployed","F",0,"Suburban","Single",106,7,39,0,6,"Personal Auto","Personal L2","Offer1","Agent",850.593038,"SUV","Medsize",8422.99927578789
